id_cloud,algorithm,Npini,iter_max,D,F,CR,w,wdamp,c1,c2,Smin,Smax,exponent,sigma_initial,sigma_final,time,it,poserror,orierror_1,orierror_2,orierror_3
10,1,100,500,6,0.9,0.75,,,,,,,,,,117.207649946213,50,2.21783745365829,5.26032622704259,0.626097535891604,166.542180735611
11,1,100,500,6,0.9,0.75,,,,,,,,,,209.642852783203,50,0.0181254510952859,0.192696897427316,1.71532475035684,0.0765686986710453
12,1,100,500,6,0.9,0.75,,,,,,,,,,191.543846130371,50,0.0221289515553712,0.249858091501275,0.62051075086013,4.15605171789475
13,1,100,500,6,0.9,0.75,,,,,,,,,,186.505417823792,50,0.0191701836059853,0.836489302859924,0.662867472342935,4.25297093142621
14,1,100,500,6,0.9,0.75,,,,,,,,,,199.920532941818,50,0.0305254427946919,0.397777900188182,1.14916666181322,0.816449139671568
15,1,100,500,6,0.9,0.75,,,,,,,,,,221.717812299728,50,0.0477524590583255,0.89221512896113,2.16223693179705,0.271501788613103
16,1,100,500,6,0.9,0.75,,,,,,,,,,208.335752248764,50,0.0191216359371988,2.11935423467658,0.107304671150862,0.66656848112205
17,1,100,500,6,0.9,0.75,,,,,,,,,,210.696393013,50,0.0135318655150853,0.439528990497483,1.53304085493497,0.116101162145105
18,1,100,500,6,0.9,0.75,,,,,,,,,,188.172741651535,50,0.0273001387345631,0.673846466417897,0.302940516634255,1.06839074634823
19,1,100,500,6,0.9,0.75,,,,,,,,,,185.595008373261,50,0.149061179301608,0.944468121784405,0.420992032423223,0.208025514635352
20,1,100,500,6,0.9,0.75,,,,,,,,,,93.7491600513458,50,6.82223357750979,2.66428741330531,4.91204718145782,1.1913024487049
21,1,100,500,6,0.9,0.75,,,,,,,,,,220.992807149887,50,0.0172643243838614,0.634703008075286,0.648305153315276,0.849382174277988
22,1,100,500,6,0.9,0.75,,,,,,,,,,192.144232273102,50,0.215533508154438,1.22405436937701,2.96337320597159,0.463840246328931
23,1,100,500,6,0.9,0.75,,,,,,,,,,232.690169811249,50,0.0119236238546564,0.111942133099271,1.1909473527516,1.21856114354294
24,1,100,500,6,0.9,0.75,,,,,,,,,,229.42069029808,50,0.0161441488731019,1.9266430120741,2.28356444496123,0.756835575900657
25,1,100,500,6,0.9,0.75,,,,,,,,,,214.089727163315,50,0.0692665795560407,0.181584125670911,1.42032603023939,0.686645332524879
26,1,100,500,6,0.9,0.75,,,,,,,,,,242.17560839653,50,0.0111867814844788,0.537874804626061,0.857440588586306,0.340946966323055
27,1,100,500,6,0.9,0.75,,,,,,,,,,228.975744009018,50,0.0529753155662033,0.386434744052139,0.186664577963878,0.538259069116082
28,1,100,500,6,0.9,0.75,,,,,,,,,,183.106989860535,50,0.0394163218343398,0.895901749874162,0.448000995210241,0.727818538391045
29,1,100,500,6,0.9,0.75,,,,,,,,,,202.407093286514,50,0.0743625980444319,1.12346784838965,1.03240022824207,1.10382248556409
30,1,100,500,6,0.9,0.75,,,,,,,,,,187.043147802353,50,0.0236048939174932,1.31100619616725,1.1385838437744,0.591534432982682
31,1,100,500,6,0.9,0.75,,,,,,,,,,233.045313596725,50,0.0229003643361555,1.17640339000728,0.486181235733992,0.584360666563818
32,1,100,500,6,0.9,0.75,,,,,,,,,,242.401713609695,50,0.00987969101007273,1.47311423701718,0.413914232205776,0.0574995252726994
33,1,100,500,6,0.9,0.75,,,,,,,,,,225.740618228912,50,0.0106822148533952,0.491705013832445,0.0917515458149644,0.139547299553477
34,1,100,500,6,0.9,0.75,,,,,,,,,,127.070249080658,50,0.900945203037338,7.08065035800439,2.9582059470068,73.5995897729251
35,1,100,500,6,0.9,0.75,,,,,,,,,,223.339582204819,50,0.0109293116114695,0.0610279486254761,0.89306333445205,0.134314755252754
36,1,100,500,6,0.9,0.75,,,,,,,,,,223.499714136124,50,0.00756250031737932,0.0914518547025955,0.797318213164977,0.169620852893144
37,1,100,500,6,0.9,0.75,,,,,,,,,,155.253376483917,50,0.0328263895937987,0.807640029400763,0.79393165968441,5.55490043190292
38,1,100,500,6,0.9,0.75,,,,,,,,,,136.90932059288,50,1.54996355667326,3.35271615714202,3.22518303840265,188.629141605182
39,1,100,500,6,0.9,0.75,,,,,,,,,,122.00425028801,50,3.11020699631409,3.23188625425012,0.157817650566497,25.8979698603654
40,1,100,500,6,0.9,0.75,,,,,,,,,,142.927971839905,50,3.0079767603572,5.13723094689957,0.530285032345748,25.6368846351483
41,1,100,500,6,0.9,0.75,,,,,,,,,,132.787508010864,50,3.01092698304892,5.87945283029085,0.0132382602118269,27.272379564313
42,1,100,500,6,0.9,0.75,,,,,,,,,,129.192312002182,50,1.72571086084612,0.995324669930576,2.23750820066962,23.0045565199556
43,1,100,500,6,0.9,0.75,,,,,,,,,,192.271963834763,50,0.0104031022484352,0.62297563976945,0.665400365499488,0.660282066564403
44,1,100,500,6,0.9,0.75,,,,,,,,,,128.54881978035,50,2.84945278663063,3.21498073325985,0.786978074802915,2.12668676016739
1,1,100,500,6,0.9,0.75,,,,,,,,,,111.494750499725,50,0,0,0,0
2,1,100,500,6,0.9,0.75,,,,,,,,,,139.009847164154,50,0.0300779101901981,1.79039189326566,0,0.188392701768095
3,1,100,500,6,0.9,0.75,,,,,,,,,,94.8259394168854,50,6.49552206799181,4.73343238522567,6.00758248598793,180
4,1,100,500,6,0.9,0.75,,,,,,,,,,176.036486387253,50,0.0085493996744588,3.43355018417356,1.70932860102573,0.402685193572347
5,1,100,500,6,0.9,0.75,,,,,,,,,,100.108549594879,50,1.83518670242935,3.8360915938109,0.0607439225959922,16.3804286352563
6,1,100,500,6,0.9,0.75,,,,,,,,,,111.680478811264,50,2.12254067273205,0.231169634177867,4.10641821220169,5.72503277155075
7,1,100,500,6,0.9,0.75,,,,,,,,,,238.953041315079,50,0.0172860527100766,1.69380849335995,1.34194388349057,0.868741565559706
8,1,100,500,6,0.9,0.75,,,,,,,,,,190.133006334305,50,0.0540988871648274,0.166084272957241,0.246692854721001,1.41891533274173
9,1,100,500,6,0.9,0.75,,,,,,,,,,202.356662034988,50,0.0205494123096867,2.59058778603469,1.24629667126715,0.212236465541522
10,1,100,500,6,0.9,0.75,,,,,,,,,,203.859144687653,50,0.0226417880350309,3.30137918310418,0.337361939447963,1.14237076485671
11,1,100,500,6,0.9,0.75,,,,,,,,,,209.668943881989,50,0.00597177241438837,0.653740567306158,0.920397212561479,0.216289107100432
12,1,100,500,6,0.9,0.75,,,,,,,,,,193.514770030975,50,0.0164473910306206,0.0872325110924858,0.0512359449513961,0.250902836358944
13,1,100,500,6,0.9,0.75,,,,,,,,,,217.54749250412,50,0.0389522154032282,2.02994900812531,1.29883893198035,0.424193375821632
14,1,100,500,6,0.9,0.75,,,,,,,,,,228.337089776993,50,0.0182935789171327,0.581008482993472,0.464905854635248,1.90053797038928
15,1,100,500,6,0.9,0.75,,,,,,,,,,203.691546440124,50,0.0394419731090027,1.0499516276998,2.46465432089594,0.43715897215839
16,1,100,500,6,0.9,0.75,,,,,,,,,,209.406146287918,50,0.0445805613946695,0.491870689418128,1.08130541408248,0.16312294973072
17,1,100,500,6,0.9,0.75,,,,,,,,,,192.99893951416,50,0.0331359784099564,0.645397171977575,1.45469910027463,0.191336375838924
18,1,100,500,6,0.9,0.75,,,,,,,,,,198.222958803177,50,0.0294718094947828,0.685736308606689,0.7790228075732,0.873152681655365
19,1,100,500,6,0.9,0.75,,,,,,,,,,200.617172002792,50,0.13213585096817,0.495837274284957,0.410649078042452,0.942781089190879
20,1,100,500,6,0.9,0.75,,,,,,,,,,94.4248907566071,50,0.837981756730328,0.819347349994722,0.906208120994414,177.459073655877
21,1,100,500,6,0.9,0.75,,,,,,,,,,196.602803945541,50,0.0253458094983971,0.38163644290296,0.769802038247738,1.1429908500621
22,1,100,500,6,0.9,0.75,,,,,,,,,,196.714704990387,50,0.178600726346239,0.983190603316336,2.062034052917,0.845816373483098
23,1,100,500,6,0.9,0.75,,,,,,,,,,218.764648199081,50,0.0269126979209996,0.613214210235682,2.71904919216957,0.592436853098497
24,1,100,500,6,0.9,0.75,,,,,,,,,,207.798619508743,50,0.0138742970859328,1.59238943246182,2.12503874138763,0.168506597965294
25,1,100,500,6,0.9,0.75,,,,,,,,,,261.019819974899,50,0.092760901581169,1.00962176731439,2.10619153475975,0.275798114454365
26,1,100,500,6,0.9,0.75,,,,,,,,,,233.527714729309,50,0.00787978935589853,0.264485130722557,0.00506679228134457,0.17785128966115
27,1,100,500,6,0.9,0.75,,,,,,,,,,210.318028688431,50,0.0611788861614047,0.8146943140586,0.752294781939484,0.0884514883209195
28,1,100,500,6,0.9,0.75,,,,,,,,,,179.392441511154,50,0.0218447801016755,0.538631314863667,1.22928051744006,0.397097534258019
29,1,100,500,6,0.9,0.75,,,,,,,,,,235.431527137756,50,0.0778125909951566,1.04699191472755,0.661981050317374,1.03437873660669
30,1,100,500,6,0.9,0.75,,,,,,,,,,219.393161773682,50,0.0215311449487083,0.0779159209669073,0.696912637543445,0.805077013544331
31,1,100,500,6,0.9,0.75,,,,,,,,,,229.562057971954,50,0.0190110894943795,1.14507588033883,0.594649392868477,0.655795524821196
32,1,100,500,6,0.9,0.75,,,,,,,,,,223.579999685287,50,0.0129902296514475,1.60437212018621,0.500238898399211,0.0556266096622965
33,1,100,500,6,0.9,0.75,,,,,,,,,,214.549569368362,50,0.00707411004178567,0.0611792862109346,0.00804007704844631,0.0331906491610182
34,1,100,500,6,0.9,0.75,,,,,,,,,,182.821509122849,50,0.00707492606065416,1.59640294656811,0.737459431542758,0.233751490901116
35,1,100,500,6,0.9,0.75,,,,,,,,,,219.132749080658,50,0.00786381074100551,0.00622200285151618,0.914214920606564,0.147350262091405
36,1,100,500,6,0.9,0.75,,,,,,,,,,228.821264505386,50,0.00934485295621409,0.0797096946188877,1.0194566454061,0.0389269818672722
37,1,100,500,6,0.9,0.75,,,,,,,,,,120.833523273468,50,3.0354997073349,5.90952444755511,4.21527139124043,35.2045370340166
38,1,100,500,6,0.9,0.75,,,,,,,,,,125.939506530762,50,3.00607722072355,0.115994712276554,1.25424776098716,32.3761160405677
39,1,100,500,6,0.9,0.75,,,,,,,,,,124.140209436417,50,2.91156161017689,2.41261739263513,2.08750222865973,10.3695492899953
40,1,100,500,6,0.9,0.75,,,,,,,,,,132.96005654335,50,2.91591137217085,1.30344646654259,0.980728520083423,32.9784938862514
41,1,100,500,6,0.9,0.75,,,,,,,,,,233.609736442566,50,0.0133094572366085,0.805527943044774,0.359471570022797,0.454979906521883
42,1,100,500,6,0.9,0.75,,,,,,,,,,125.913485765457,50,2.87350270800488,6.73634853539191,3.54387152942753,2.30057175816948
43,1,100,500,6,0.9,0.75,,,,,,,,,,121.518178224564,50,2.84194118772819,2.25029357269428,0.490923435350463,73.2432756475104
44,1,100,500,6,0.9,0.75,,,,,,,,,,116.772201061249,50,1.84629306526571,8.72383367741744,0.626740148035712,28.720342908773
1,1,100,500,6,0.9,0.75,,,,,,,,,,112.720522165298,50,0,0,0,0
2,1,100,500,6,0.9,0.75,,,,,,,,,,120.561444759369,50,0.0138312171777503,1.64222247048172,0.16132925396945,0.0414375660333159
3,1,100,500,6,0.9,0.75,,,,,,,,,,89.4939527511597,50,7.69045845509724,1.11459016384681,0.843274930375494,180
4,1,100,500,6,0.9,0.75,,,,,,,,,,203.56893324852,50,0.00595218930515254,3.36211141406471,1.87717079546803,0.948740584231839
5,1,100,500,6,0.9,0.75,,,,,,,,,,117.265352010727,50,0.223580718982434,3.09372466335306,4.04665399815641,0.76774374086792
6,1,100,500,6,0.9,0.75,,,,,,,,,,117.871690511704,50,2.05141927391318,0.157711945787735,2.53228870306305,5.10521568753208
7,1,100,500,6,0.9,0.75,,,,,,,,,,212.644500255585,50,0.00755231501575555,1.19292735313845,0.710325355498343,0.759268341883838
8,1,100,500,6,0.9,0.75,,,,,,,,,,190.609176158905,50,0.0670047941478398,0.822092149146592,0.689735412980516,0.338522502743097
9,1,100,500,6,0.9,0.75,,,,,,,,,,204.655756235123,50,0.0138401512248993,1.4287409345312,0.489791631440691,0.795471503874961
10,1,100,500,6,0.9,0.75,,,,,,,,,,198.832212686539,50,0.0117640280272348,3.63751351444554,0.0032437093081998,1.00882950561287
11,1,100,500,6,0.9,0.75,,,,,,,,,,195.588599443436,50,0.00841728693432578,0.068505632440982,0.246245817194021,3.43631346758041
12,1,100,500,6,0.9,0.75,,,,,,,,,,208.490965604782,50,0.0086090521147968,0.63178307972154,0.228932355745802,0.292119395605213
13,1,100,500,6,0.9,0.75,,,,,,,,,,123.068196296692,50,2.68461897950951,0.95543220109494,6.13766135893137,175.747029068574
14,1,100,500,6,0.9,0.75,,,,,,,,,,219.522166490555,50,0.016433178240826,0.834135218513557,0.166210121488577,0.241531820063817
15,1,100,500,6,0.9,0.75,,,,,,,,,,207.89973950386,50,0.0713993136670212,0.335832734701391,2.99068631147534,1.04719709476284
16,1,100,500,6,0.9,0.75,,,,,,,,,,195.747421979904,50,0.0191894137555535,0.0212374825886014,1.71329394473345,0.120038454472985
17,1,100,500,6,0.9,0.75,,,,,,,,,,230.531169652939,50,0.0231223637151074,0.784190822945812,1.21917917257335,0.181926456550301
18,1,100,500,6,0.9,0.75,,,,,,,,,,188.904552221298,50,0.00669948945191952,1.45720036124482,1.67069750723304,0.869334699926282
19,1,100,500,6,0.9,0.75,,,,,,,,,,184.406765460968,50,0.169519003454911,0.332294777733504,0.952194353483304,1.50966611445366
20,1,100,500,6,0.9,0.75,,,,,,,,,,98.7804725170136,50,0.936371888799807,4.93733947436449,5.55478795568066,179.100717502315
21,1,100,500,6,0.9,0.75,,,,,,,,,,150.001055955887,50,2.42834485762047,1.15152947482953,0.42247697074514,9.77220525484748
22,1,100,500,6,0.9,0.75,,,,,,,,,,192.038913726807,50,0.214832239591002,0.391139816878812,4.10090746491684,0.342030350454252
23,1,100,500,6,0.9,0.75,,,,,,,,,,197.541348695755,50,0.0123363344735974,1.11516906673305,2.61130094736706,1.20446792203212
24,1,100,500,6,0.9,0.75,,,,,,,,,,229.551740169525,50,0.0148564560048501,1.76676408185,2.77881688671602,0.0776196367396395
25,1,100,500,6,0.9,0.75,,,,,,,,,,198.114457607269,50,0.0954694270415104,0.337711261655208,1.04562212477192,0.682135275852201
26,1,100,500,6,0.9,0.75,,,,,,,,,,220.24298620224,50,0.0105012307974293,0.107388380625203,0.782327202587584,0.354655164800379
27,1,100,500,6,0.9,0.75,,,,,,,,,,223.527844667435,50,0.0138513134068711,0.301627978837527,0.0682378386668829,0.0648565540492834
28,1,100,500,6,0.9,0.75,,,,,,,,,,194.058169841766,50,0.0105831021812187,1.09804229180417,0.624271558286274,0.343135905872732
29,1,100,500,6,0.9,0.75,,,,,,,,,,221.948751926422,50,0.0215842384086636,0.561629652321088,0.955084746375983,0.543490842341067
30,1,100,500,6,0.9,0.75,,,,,,,,,,203.261890411377,50,0.0224045033207243,0.120970696738508,0.424554125678345,0.719727717566168
31,1,100,500,6,0.9,0.75,,,,,,,,,,227.041846990585,50,0.0217409592113953,1.16969634260866,0.701962607833143,0.535312500361357
32,1,100,500,6,0.9,0.75,,,,,,,,,,248.299127578735,50,0.00640808600634071,1.41369951952941,0.534259385958454,0.0409678511828694
33,1,100,500,6,0.9,0.75,,,,,,,,,,135.026217222214,50,1.96302649530327,7.69102220412756,1.52280207827463,14.2455587163347
34,1,100,500,6,0.9,0.75,,,,,,,,,,199.269177675247,50,0.0100915949847153,0.212888667074927,0.340270475922423,0.0147701444023041
35,1,100,500,6,0.9,0.75,,,,,,,,,,144.596982002258,50,3.12755329459585,3.64894783635893,4.00961955146103,26.1688211698253
36,1,100,500,6,0.9,0.75,,,,,,,,,,121.948817491531,50,3.14812026172015,2.17537995302364,4.19263986895366,26.1550968565991
37,1,100,500,6,0.9,0.75,,,,,,,,,,237.31126999855,50,0.0101838974974116,0.300213834087266,0.741886925561879,0.314862774961482
38,1,100,500,6,0.9,0.75,,,,,,,,,,180.443127155304,50,0.0307393554259084,1.47671855524477,0.883349643061078,0.11747620109076
39,1,100,500,6,0.9,0.75,,,,,,,,,,135.132590055466,50,2.96663148771391,1.83338448545408,1.77157208391824,24.871151270875
40,1,100,500,6,0.9,0.75,,,,,,,,,,167.726567983627,50,0.0102812888973799,1.47119592142499,1.10837950930152,0.35690005555789
41,1,100,500,6,0.9,0.75,,,,,,,,,,103.63844704628,50,3.73679559802315,4.98362125405735,0.88575463654126,44.45175598424
42,1,100,500,6,0.9,0.75,,,,,,,,,,121.173840522766,50,1.44205871795928,2.26267100452145,1.61182359222904,48.4210488592902
43,1,100,500,6,0.9,0.75,,,,,,,,,,129.69845533371,50,2.50067770770155,2.25410869845059,3.06137461197073,76.782631855552
44,1,100,500,6,0.9,0.75,,,,,,,,,,116.675993680954,50,2.8409262635548,0.367734548816915,0.752718896374338,3.28452530766954
1,1,100,500,6,0.9,0.75,,,,,,,,,,112.690770864487,50,0,0,0,0
2,1,100,500,6,0.9,0.75,,,,,,,,,,154.833993673325,50,0.0300779101901981,0,0.635541988842783,0
3,1,100,500,6,0.9,0.75,,,,,,,,,,91.3972992897034,50,7.25810630488,5.76477584443175,1.9830107538101,180
4,1,100,500,6,0.9,0.75,,,,,,,,,,172.249931573868,50,0.0148754324937927,3.12258528636391,1.87712223766845,0.775055865527805
5,1,100,500,6,0.9,0.75,,,,,,,,,,107.782008171082,50,2.22291828863542,1.85556858374675,5.23011415134904,8.41008653911699
6,1,100,500,6,0.9,0.75,,,,,,,,,,135.397089719772,50,2.11550641671562,3.51047896565456,4.01720019825492,4.68205737529916
7,1,100,500,6,0.9,0.75,,,,,,,,,,219.761447906494,50,0.0322612956650686,0.2865807769271,1.0088774669325,0.392324723785094
8,1,100,500,6,0.9,0.75,,,,,,,,,,213.75799036026,50,0.0756138392009328,1.16106218574556,0.31449910497873,0.166369996874151
9,1,100,500,6,0.9,0.75,,,,,,,,,,201.442146062851,50,0.00669893263874526,2.77272947564038,0.0521839547809658,0.62867806331342
10,1,100,500,6,0.9,0.75,,,,,,,,,,210.690859794617,50,0.0137298701248849,3.11763728967234,0.179754384720475,0.0658248148696667
11,1,100,500,6,0.9,0.75,,,,,,,,,,218.443593740463,50,0.00451271731427357,0.853027905896251,1.0245674609082,0.0469908335622463
12,1,100,500,6,0.9,0.75,,,,,,,,,,169.496796369553,50,0.0238215490680186,0.141171547979171,0.827435415646992,4.15605171789475
